1.254017218271765710e+00,1.102545442753350313e+00,9.088997557177048714e-01,-8.490296836604032116e-01,-1.661271445443623485e+00,4.093158778120416508e-01,-1.272409174013663380e+00,-2.273711669461973006e-01,5.653829944433127475e-01
-1.298357563489358935e+00,2.323419698560529878e-01,-1.148118619187946665e+00,-1.410863188007288160e+00,2.349752802251488415e+00,1.287696091599021209e+00,-1.392190238017961268e-01,5.356314932262141726e-01,7.014705210095143473e-01
-6.268233641224522090e-01,-1.248518669945630905e-01,-1.340634614629810040e+00,-2.610007665988162695e-01,-3.349292476032704191e-01,7.546170964251969204e-01,2.362189049261445850e-01,-1.428007319378044704e+00,-3.108318769824493510e-01
4.327718599768649171e-02,-3.480542915303296514e+00,-1.057818128740171781e+00,2.598631142665533411e-01,-1.022054134194058550e+00,6.811946320138830835e-01,2.044705703855266954e+00,-7.679685886625766678e-01,2.476798805572108797e-01
1.107453165184144606e+00,-1.470205630663946605e+00,1.976283843936391116e-02,1.573602879319759840e+00,6.393646319051135007e-01,-1.568902263477772507e+00,-1.732247159452138696e+00,9.660277161985667549e-01,2.671760059568783485e-01
-8.062424111418589057e-01,5.182618541262149492e-01,-2.775696819948332283e+00,-2.002377281985117108e+00,1.272086472858701411e-01,1.050210829701249793e+00,-7.755093486764996769e-02,2.015128816263516143e+00,-1.466994686148000770e+00
1.430729234236791880e+00,4.496870421039037558e-01,-1.741682224323336303e+00,-1.585385505754226820e-01,-1.448824196292369360e+00,2.324513321594417203e-01,5.364187887861741055e-01,-1.912196687155556241e+00,-1.313600123549283072e-01
4.491685066393621972e-01,-1.243838751901698680e+00,-2.104199634066976188e+00,2.429301852281926799e-01,-4.151863311755790709e-01,-7.262542837082908154e-01,1.476065878674508225e+00,1.213349087581234720e+00,1.101118033597342505e+00
-1.306228534215150838e-01,1.371422867816463054e+00,1.115495755820930857e+00,-5.114710379689746400e-01,1.393617027045812806e+00,1.572035550235769019e+00,-1.495504429816193470e+00,-3.231690287184291743e-01,7.872508223179395248e-01
-1.364354269246887519e+00,2.239160552559579243e-01,9.306970673220277268e-01,-1.842513217614875298e+00,-6.701000552866335225e-01,1.132313659251565491e-01,7.975199340875391840e-01,5.387207304266034003e-01,-1.527496998969631203e+00
-2.687692399321149894e-01,-2.188896768987210528e+00,-1.828801876869320608e+00,-2.946052639197028200e-01,2.665530988734579054e+00,3.788649283234821197e-01,9.190445255886245945e-01,6.515914712045421942e-01,-1.326415269462530855e+00
-1.414973434303185840e-01,1.088865048979103411e+00,9.329446237609883008e-01,6.922604924668462889e-01,3.787993139747230509e-01,-2.895324693520501813e-01,6.224566023572161155e-01,-8.588136312625589408e-01,4.879471799121383180e-01
-1.398280904646824530e+00,1.004367154047393962e+00,-3.636412942900362211e-01,-2.917443604035347970e-01,2.047899635041824928e-01,1.405642373206539286e-01,-1.711085221488405139e+00,2.889196131645980770e-01,1.302099216254326564e+00
1.026894385965363865e+00,-1.244845246358012858e+00,2.252876621962585646e-01,-7.069178723362162797e-01,-1.074846292127895619e+00,4.295258406313633981e-01,-1.416965350044712135e+00,-2.223927038879513596e+00,1.255191993560760277e+00
1.280288593004392794e-01,-6.067055600459260456e-02,5.110068677883664590e-01,-6.777528242152259796e-01,-1.048755265865937980e-01,-2.771576684674091351e-01,2.964459817119517115e+00,-7.735080822878420692e-01,6.835211061977229940e-01
-1.150468525143550469e+00,-6.430165940326300067e-01,2.599072063893464457e-01,6.830455178103008729e-01,-2.342656243563875584e+00,3.914067441382445556e-01,-1.540017036453483534e+00,8.292022821102614794e-01,-1.232455036739767085e+00
9.778206478054292106e-01,7.526147193429448823e-01,5.846664684723172911e-01,-3.784100784267939721e-01,-4.337484357465528628e-01,-1.280066671802330802e+00,1.669113454474387082e+00,1.290749602848171307e+00,-1.752273344152107892e+00
1.168958410057181263e+00,-2.692187500883892470e-01,-5.982909672373687426e-01,-3.026515904277764513e-01,5.229947696127179579e-02,8.266431501709404772e-01,4.756065939079019700e-02,8.201185440626457268e-01,-9.094966777898070287e-01
-1.989003687606238358e-01,3.784581862836324251e-01,3.867539908389688863e-01,-3.959299708751604085e-01,5.344564314950737138e-01,2.572417871824441704e-01,-8.166982480956598289e-01,1.186867282008016611e+00,-4.509504380118697919e-01
1.566996383319692043e-01,-5.476613207810238082e-01,-6.660173404448015422e-01,1.325865596614081099e+00,1.026893621612664953e+00,3.504260248014994250e-01,6.606336597886260931e-01,1.265463383038841982e+00,1.120370200908674452e+00
4.381579577382279655e-01,-1.385258043201562428e+00,-8.274590549424950536e-01,-4.356651337984544098e-02,1.377772730694337255e+00,1.067041280908426648e+00,1.533925713010076686e-01,7.731152644642416139e-01,-6.116185528902517987e-01
6.902755830161202422e-01,-5.043701907552902153e-01,-1.631737133748549340e+00,4.965936701307410717e-01,-1.704247981951033108e-01,-1.507900173195307891e+00,-1.563564179717901181e-01,-9.357750514137836984e-01,-1.399519300380930309e-01
-2.734036754162622596e-01,-1.241273508966876715e+00,-1.287441720656860855e-02,-1.338578215781431879e+00,-9.126663146208694455e-01,-1.037849392424893824e-01,-7.196138377945865416e-01,2.795371936224954612e-01,1.098536350480979890e-01
-3.409395566276356426e-01,1.214256769732905195e+00,-1.185872156395102017e+00,1.086294362365352706e+00,8.525723344708214801e-01,-3.480226677972674681e-02,5.468305848136090219e-02,6.384909688567063091e-01,1.388028599530626961e+00
1.540000651761708195e+00,-1.350019004227501096e+00,1.000262168903579274e-01,-8.333806675281046905e-01,3.236505649164052922e+00,7.328774079808535458e-01,-9.734321548842630456e-01,9.347257578543141099e-01,-1.638222427988355046e+00
1.116687956887980171e+00,8.709925520342520766e-01,2.084604346404381303e+00,-1.257576987290629056e+00,-1.431125911203349421e+00,-2.178828449726840921e-01,-1.810685959921247923e+00,-5.424537985689633635e-01,8.189650721099059894e-01
3.343719552802739137e-01,-3.567963793117393534e-01,-1.137121710449209289e+00,-3.028347655731538843e-02,1.523782105237266427e+00,-4.977530203422717014e-01,5.897975942701908503e-01,4.887803015927880690e-01,-1.213565755630378273e+00
6.248307361115249536e-01,5.579733444120970054e-01,1.730371289255002998e-01,-8.110413308911953445e-01,2.390132771481386698e+00,-1.994053874448080133e-01,-2.032955246616114930e+00,-2.851783141356567519e+00,7.027456255894881654e-01
1.041864931199926625e+00,2.793649929963976097e-01,8.499740620762288867e-02,7.653315137411601521e-01,4.491032821924557661e-01,-1.567316922219046393e+00,4.151830360046217527e-01,-9.118798959689574657e-01,-9.784718197499916448e-01
-6.386972696072651390e-01,2.541221219270826115e+00,-5.903936326851986216e-01,8.197153560097674152e-01,-1.139882213175266612e+00,-1.076498359126808024e+00,4.881678248516329588e-01,5.667517562726982761e-02,2.946900804542984087e+00
-6.810715200203647235e-02,5.283042623374090141e-01,1.102639240244883911e+00,-7.932161354529888575e-01,1.033687795100190820e+00,1.187535461750875321e+00,-7.185920066936373196e-01,-1.670381140765297534e+00,1.410307642740943557e+00
